Isanti, MN	64
Itasca, MN	40
Jackson, MN	17
Kanabec, MN	34
Kandiyohi, MN	55
Kittson, MN	3
Koochiching, MN	19
Lac qui Parle, MN	1
Lake, MN	7
Lake of the Woods, MN	6
Le Sueur, MN	23
Lincoln, MN	0
Lyon, MN	25
McLeod, MN	50
Mahnomen, MN	20
Marshall, MN	6
Martin, MN	25
Meeker, MN	28
Mille Lacs, MN	111
Morrison, MN	59
Mower, MN	75
Murray, MN	9
Nicollet, MN	39
Nobles, MN	15
Norman, MN	3
Olmsted, MN	209
Otter Tail, MN	79
Pennington, MN	18
Pine, MN	92
Pipestone, MN	1
Polk, MN	40
Pope, MN	11
Ramsey, MN	2756
Red Lake, MN	0
Redwood, MN	33
Renville, MN	24
Rice, MN	97
Rock, MN	4
Roseau, MN	15
St. Louis, MN	567
Scott, MN	160
Sherburne, MN	99
Sibley, MN	2
Stearns, MN	172
Steele, MN	38
Stevens, MN	2
Swift, MN	18
Todd, MN	19
Traverse, MN	2
Wabasha, MN	14
Wadena, MN	24
Waseca, MN	19
Washington, MN	387
Watonwan, MN	6
Wilkin, MN	9
Winona, MN	57
Wright, MN	147
Yellow Medicine, MN	3
MISSISSIPPI	7274
Adams, MS	42
Alcorn, MS	37
Amite, MS	0
Attala, MS	7
Benton, MS	0
Bolivar, MS	32
Calhoun, MS	0
Carroll, MS	0
Chickasaw, MS	6
Choctaw, MS	0
Claiborne, MS	1
Clarke, MS	0
Clay, MS	1
Coahoma, MS	38
Copiah, MS	0
Covington, MS	15
DeSoto, MS	508
Forrest, MS	116
Franklin, MS	0
George, MS	6
Greene, MS	0
Grenada, MS	66
Hancock, MS	33
Harrison, MS	799
Hinds, MS	2939
Holmes, MS	8
Humphreys, MS	0
Issaquena, MS	0
Itawamba, MS	0
Jackson, MS	521
Jasper, MS	0
Jefferson, MS	3
Jefferson Davis, MS	0
Jones, MS	22
Kemper, MS	0
Lafayette, MS	18
Lamar, MS	71
Lauderdale, MS	141
Lawrence, MS	0
Leake, MS	0
Lee, MS	156
Leflore, MS	83
Lincoln, MS	70
Lowndes, MS	104
Madison, MS	147
Marion, MS	34
Marshall, MS	82
Monroe, MS	14
Montgomery, MS	0
Neshoba, MS	0
Newton, MS	5
Noxubee, MS	0
Oktibbeha, MS	45
Panola, MS	40
Pearl River, MS	108
Perry, MS	0
Pike, MS	72
Pontotoc, MS	20
Prentiss, MS	4
Quitman, MS	0
Rankin, MS	161
Scott, MS	3
Sharkey, MS	6
Simpson, MS	21
Smith, MS	0
Stone, MS	12
Sunflower, MS	26
Tallahatchie, MS	0
Tate, MS	58
Tippah, MS	12
Tishomingo, MS	1
Tunica, MS	220
Union, MS	28
Walthall, MS	0
Warren, MS	111
Washington, MS	194
Wayne, MS	0
Webster, MS	0
Wilkinson, MS	0
Winston, MS	4
Yalobusha, MS	3
Yazoo, MS	0
MISSOURI	29931
Adair, MO	25
Andrew, MO	9
Atchison, MO	6
Audrain, MO	23
Barry, MO	59
Barton, MO	8
Bates, MO	16
Benton, MO	14
Bollinger, MO	7
Boone, MO	259
Buchanan, MO	284
Butler, MO	73
Caldwell, MO	8
Callaway, MO	58
Camden, MO	56
Cape Girardeau, MO	77
Carroll, MO	10
Carter, MO	4
Cass, MO	182
Cedar, MO	13
Chariton, MO	5
Christian, MO	100
Clark, MO	11
Clay, MO	1387
Clinton, MO	41
Cole, MO	88
Cooper, MO	10
Crawford, MO	53
Dade, MO	8
Dallas, MO	11
Daviess, MO	18
DeKalb, MO	13
Dent, MO	16
Douglas, MO	11
Dunklin, MO	32
Franklin, MO	145
Gasconade, MO	25
Gentry, MO	6
Greene, MO	882
Grundy, MO	10
Harrison, MO	10
Henry, MO	51
Hickory, MO	11
Holt, MO	11
Howard, MO	5
Howell, MO	43
Iron, MO	13
Jackson, MO	5683
Jasper, MO	324
Jefferson, MO	453
Johnson, MO	60
Knox, MO	4
Laclede, MO	58
Lafayette, MO	33
Lawrence, MO	39
Lewis, MO	7
Lincoln, MO	62
Linn, MO	12
Livingston, MO	11
McDonald, MO	57
Macon, MO	24
Madison, MO	11
Maries, MO	1
Marion, MO	9
Mercer, MO	2
Miller, MO	25
Mississippi, MO	14
Moniteau, MO	7
Monroe, MO	4
Montgomery, MO	19
Morgan, MO	17
New Madrid, MO	36
Newton, MO	128
Nodaway, MO	13
Oregon, MO	9
Osage, MO	16
Ozark, MO	8
Pemiscot, MO	36
Perry, MO	15
Pettis, MO	83
Phelps, MO	72
Pike, MO	17
Platte, MO	569
Polk, MO	62
Pulaski, MO	25
Putnam, MO	2
Ralls, MO	8
Randolph, MO	22
Ray, MO	39
Reynolds, MO	9
Ripley, MO	24
St. Charles, MO	442
St. Clair, MO	7
Ste. Genevieve, MO	19
St. Francois, MO	123
St. Louis, MO	4584
Saline, MO	22
Schuyler, MO	1
Scotland, MO	0
Scott, MO	52
Shannon, MO	2
Shelby, MO	2
Stoddard, MO	30
Stone, MO	51
Sullivan, MO	2
Taney, MO	65
Texas, MO	25
Vernon, MO	66
Warren, MO	29
Washington, MO	29
Wayne, MO	18
Webster, MO	39
Worth, MO	0
Wright, MO	21
St. Louis city, MO	11966
MONTANA	1219
Beaverhead, MT	12
Big Horn, MT	18
Blaine, MT	11
Broadwater, MT	6
Carbon, MT	7
Carter, MT	0
Cascade, MT	172
Chouteau, MT	7
Custer, MT	0
Daniels, MT	0
Dawson, MT	9
Deer Lodge, MT	4
Fallon, MT	3
Fergus, MT	12
Flathead, MT	47
Gallatin, MT	92
Garfield, MT	0
Glacier, MT	19
Golden Valley, MT	3
Granite, MT	5
Hill, MT	47
Jefferson, MT	13
Judith Basin, MT	4
Lake, MT	65
Lewis and Clark, MT	24
Liberty, MT	0
Lincoln, MT	25
McCone, MT	1
Madison, MT	9
Meagher, MT	6
Mineral, MT	6
Missoula, MT	0
Musselshell, MT	0
Park, MT	12
Petroleum, MT	0
Phillips, MT	13
Pondera, MT	5
Powder River, MT	0
Powell, MT	7
Prairie, MT	0
Ravalli, MT	25
Richland, MT	0
Roosevelt, MT	2
Rosebud, MT	7
Sanders, MT	17
Sheridan, MT	3
Silver Bow, MT	65
Stillwater, MT	2
Sweet Grass, MT	8
Teton, MT	2
Toole, MT	0
Treasure, MT	0
Valley, MT	12
Wheatland, MT	0
Wibaux, MT	0
Yellowstone, MT	412
Yellowstone National Park, MT	0
NEBRASKA	6033
Adams, NE	48
Antelope, NE	2
Arthur, NE	0
Banner, NE	0
Blaine, NE	0
Boone, NE	1
Box Butte, NE	15
Boyd, NE	1
Brown, NE	4
Buffalo, NE	65
Burt, NE	4
Butler, NE	0
Cass, NE	19
Cedar, NE	0
Chase, NE	3
Cherry, NE	2
Cheyenne, NE	2
Clay, NE	2
Colfax, NE	11
Cuming, NE	1
Custer, NE	10
Dakota, NE	22
Dawes, NE	6
Dawson, NE	46
Deuel, NE	4
Dixon, NE	3
Dodge, NE	63
Douglas, NE	4344
Dundy, NE	2
Fillmore, NE	2
Franklin, NE	0
Frontier, NE	4
Furnas, NE	3
Gage, NE	22
Garden, NE	0
Garfield, NE	0
Gosper, NE	0
Grant, NE	0
Greeley, NE	0
Hall, NE	104
Hamilton, NE	6
Harlan, NE	0
Hayes, NE	0
Hitchcock, NE	1
Holt, NE	2
Hooker, NE	0
Howard, NE	3
Jefferson, NE	10
Johnson, NE	8
Kearney, NE	5
Keith, NE	14
Keya Paha, NE	0
Kimball, NE	2
Knox, NE	5
Lancaster, NE	504
Lincoln, NE	43
Logan, NE	0
Loup, NE	0
McPherson, NE	0
Madison, NE	41
Merrick, NE	5
Morrill, NE	2
Nance, NE	4
Nemaha, NE	6
Nuckolls, NE	0
Otoe, NE	30
Pawnee, NE	4
Perkins, NE	0
Phelps, NE	11
Pierce, NE	2
Platte, NE	31
Polk, NE	7
Red Willow, NE	25
Richardson, NE	10
Rock, NE	0
Saline, NE	16
Sarpy, NE	257
Saunders, NE	28
Scotts Bluff, NE	62
Seward, NE	14
Sheridan, NE	12
Sherman, NE	0
Sioux, NE	0
Stanton, NE	4
Thayer, NE	4
Thomas, NE	0
Thurston, NE	1
Valley, NE	2
Washington, NE	29
Wayne, NE	1
Webster, NE	2
Wheeler, NE	0
York, NE	5
NEVADA	20849
Churchill, NV	66
Clark, NV	18078
Douglas, NV	58
Elko, NV	75
Esmeralda, NV	0
Eureka, NV	4
Humboldt, NV	24
Lander, NV	7
Lincoln, NV	10
Lyon, NV	71
Mineral, NV	2
Nye, NV	69
Pershing, NV	5
Storey, NV	3
Washoe, NV	2194
White Pine, NV	20
Carson City city, NV	163
NEW HAMPSHIRE	1247
Belknap, NH	78
Carroll, NH	58
Cheshire, NH	42
Coos, NH	16
Grafton, NH	45
Hillsborough, NH	455
Merrimack, NH	66
Rockingham, NH	353
Strafford, NH	96
Sullivan, NH	38
NEW JERSEY	34563
Atlantic, NJ	494
Bergen, NJ	1428
Burlington, NJ	712
Camden, NJ	2131
Cape May, NJ	147
Cumberland, NJ	478
Essex, NJ	12363
Gloucester, NJ	524
Hudson, NJ	4078
Hunterdon, NJ	54
Mercer, NJ	1650
Middlesex, NJ	2098
Monmouth, NJ	702
Morris, NJ	467
Ocean, NJ	498
Passaic, NJ	2625
Salem, NJ	106
Somerset, NJ	352
Sussex, NJ	85
Union, NJ	3501
Warren, NJ	70
NEW MEXICO	6723
Bernalillo, NM	4590
Catron, NM	0
Chaves, NM	156
Cibola, NM	57
Colfax, NM	11
Curry, NM	88
De Baca, NM	0
Dona Ana, NM	263
Eddy, NM	85
Grant, NM	31
Guadalupe, NM	0
Harding, NM	0
Hidalgo, NM	9
Lea, NM	86
Lincoln, NM	35
Los Alamos, NM	13
Luna, NM	116
McKinley, NM	147
Mora, NM	4
Otero, NM	51
Quay, NM	10
Rio Arriba, NM	3
Roosevelt, NM	27
Sandoval, NM	116
San Juan, NM	223
San Miguel, NM	62
Santa Fe, NM	294
Sierra, NM	13
Socorro, NM	22
Taos, NM	23
Torrance, NM	23
Union, NM	2
Valencia, NM	163
NEW YORK	44662
Albany, NY	620
Allegany, NY	19
Bronx, NY	0
Broome, NY	142
Cattaraugus, NY	40
Cayuga, NY	26
Chautauqua, NY	149
Chemung, NY	59
Chenango, NY	18
Clinton, NY	42
Columbia, NY	34
Cortland, NY	32
Delaware, NY	10
Dutchess, NY	274
Erie, NY	3306
Essex, NY	18
Franklin, NY	31
Fulton, NY	49
Genesee, NY	43
Greene, NY	24
Hamilton, NY	0
Herkimer, NY	33
Jefferson, NY	39
Kings, NY	23657
Lewis, NY	14
Livingston, NY	30
Madison, NY	26
Monroe, NY	4461
Montgomery, NY	10
Nassau, NY	2609
New York, NY	0
Niagara, NY	498
Oneida, NY	266
Onondaga, NY	1360
Ontario, NY	71
Orange, NY	378
Orleans, NY	26
Oswego, NY	65
Otsego, NY	16
Putnam, NY	46
Queens, NY	0
Rensselaer, NY	244
Richmond, NY	0
Rockland, NY	186
St. Lawrence, NY	68
Saratoga, NY	98
Schenectady, NY	168
Schoharie, NY	24
Schuyler, NY	7
Seneca, NY	7
Steuben, NY	47
Suffolk, NY	2978
Sullivan, NY	78
Tioga, NY	24
Tompkins, NY	34
Ulster, NY	208
Warren, NY	34
Washington, NY	17
Wayne, NY	57
Westchester, NY	1813
Wyoming, NY	24
Yates, NY	5
NORTH CAROLINA	25723
Alamance, NC	258
Alexander, NC	74
Alleghany, NC	4
Anson, NC	58
Ashe, NC	26
Avery, NC	21
Beaufort, NC	59
Bertie, NC	10
Bladen, NC	64
Brunswick, NC	176
Buncombe, NC	577
Burke, NC	130
Cabarrus, NC	237
Caldwell, NC	115
Camden, NC	1
Carteret, NC	72
Caswell, NC	40
Catawba, NC	339
Chatham, NC	100
Cherokee, NC	50
Chowan, NC	29
Clay, NC	7
Cleveland, NC	189
Columbus, NC	134
Craven, NC	120
Cumberland, NC	1094
Currituck, NC	22
Dare, NC	59
Davidson, NC	338
Davie, NC	30
Duplin, NC	132
Durham, NC	1147
Edgecombe, NC	142
Forsyth, NC	1411
Franklin, NC	62
Gaston, NC	619
Gates, NC	1
Graham, NC	0
Granville, NC	99
Greene, NC	33
Guilford, NC	1813
Halifax, NC	147
Harnett, NC	318
Haywood, NC	98
Henderson, NC	141
Hertford, NC	35
Hoke, NC	85
Hyde, NC	0
Iredell, NC	211
Jackson, NC	45
Johnston, NC	385
Jones, NC	6
Lee, NC	153
Lenoir, NC	112
Lincoln, NC	69
McDowell, NC	55
Macon, NC	48
Madison, NC	18
Martin, NC	48
Mecklenburg, NC	7032
Mitchell, NC	0
Montgomery, NC	44
Moore, NC	139
Nash, NC	278
New Hanover, NC	721
Northampton, NC	14
Onslow, NC	106
Orange, NC	247
Pamlico, NC	19
Pasquotank, NC	61
Pender, NC	74
Perquimans, NC	14
Person, NC	44
Pitt, NC	359
Polk, NC	24
Randolph, NC	298
Richmond, NC	93
Robeson, NC	348
Rockingham, NC	157
Rowan, NC	254
Rutherford, NC	148
Sampson, NC	69
Scotland, NC	78
Stanly, NC	63
Stokes, NC	75
Surry, NC	167
Swain, NC	16
Transylvania, NC	21
Tyrrell, NC	3
Union, NC	151
Vance, NC	158
Wake, NC	1813
Warren, NC	23
Washington, NC	7
Watauga, NC	63
Wayne, NC	289
Wilkes, NC	81
Wilson, NC	245
Yadkin, NC	60
Yancey, NC	1
NORTH DAKOTA	978
Adams, ND	1
Barnes, ND	13
Benson, ND	0
Billings, ND	0
Bottineau, ND	13
Bowman, ND	0
Burke, ND	1
Burleigh, ND	104
Cass, ND	244
Cavalier, ND	5
Dickey, ND	4
Divide, ND	0
Dunn, ND	0
Eddy, ND	1
Emmons, ND	2
Foster, ND	0
Golden Valley, ND	0
Grand Forks, ND	136
Grant, ND	3
Griggs, ND	0
Hettinger, ND	0
Kidder, ND	5
LaMoure, ND	1
Logan, ND	0
McHenry, ND	4
McIntosh, ND	0
McKenzie, ND	2
McLean, ND	6
Mercer, ND	5
Morton, ND	38
Mountrail, ND	6
Nelson, ND	0
Oliver, ND	0
Pembina, ND	6
Pierce, ND	5
Ramsey, ND	19
Ransom, ND	1
Renville, ND	0
Richland, ND	30
Rolette, ND	3
Sargent, ND	3
Sheridan, ND	0
Sioux, ND	0
Slope, ND	0
Stark, ND	34
Steele, ND	0
Stutsman, ND	31
Towner, ND	2
Traill, ND	19
Walsh, ND	28
Ward, ND	141
Wells, ND	4
Williams, ND	58
OHIO	37323
Adams, OH	9
Allen, OH	191
Ashland, OH	26
Ashtabula, OH	18
Athens, OH	44
Auglaize, OH	8
Belmont, OH	58
Brown, OH	39
Butler, OH	936
Carroll, OH	21
Champaign, OH	45
Clark, OH	813
Clermont, OH	196
Clinton, OH	13
Columbiana, OH	44
Coshocton, OH	26
Crawford, OH	31
Cuyahoga, OH	6343
Darke, OH	33
Defiance, OH	24
Delaware, OH	188
Erie, OH	104
Fairfield, OH	272
Fayette, OH	43
Franklin, OH	9379
Fulton, OH	57
Gallia, OH	63
Geauga, OH	33
Greene, OH	273
Guernsey, OH	59
Hamilton, OH	4502
Hancock, OH	49
Hardin, OH	38
Harrison, OH	20
Henry, OH	1
Highland, OH	49
Hocking, OH	88
Holmes, OH	12
Huron, OH	53
Jackson, OH	48
Jefferson, OH	103
Knox, OH	0
Lake, OH	254
Lawrence, OH	20
Licking, OH	204
Logan, OH	44
Lorain, OH	226
Lucas, OH	3392
Madison, OH	30
Mahoning, OH	864
Marion, OH	109
Medina, OH	17
Meigs, OH	12
Mercer, OH	31
Miami, OH	101
Monroe, OH	3
Montgomery, OH	3460
Morgan, OH	20
Morrow, OH	51
Muskingum, OH	204
Noble, OH	0
Ottawa, OH	7
Paulding, OH	3
Perry, OH	65
Pickaway, OH	67
Pike, OH	11
Portage, OH	100
Preble, OH	39
Putnam, OH	3
Richland, OH	238
Ross, OH	109
Sandusky, OH	51
Scioto, OH	167
Seneca, OH	21
Shelby, OH	9
Stark, OH	348
Summit, OH	1619
Trumbull, OH	517
Tuscarawas, OH	79
Union, OH	16
Van Wert, OH	21
Vinton, OH	30
Warren, OH	159
Washington, OH	47
Wayne, OH	34
Williams, OH	38
Wood, OH	128
Wyandot, OH	3
OKLAHOMA	12958
Adair, OK	46
Alfalfa, OK	2
Atoka, OK	23
Beaver, OK	5
Beckham, OK	19
Blaine, OK	8
Bryan, OK	162
Caddo, OK	59
Canadian, OK	317
Carter, OK	127
Cherokee, OK	86
Choctaw, OK	31
Cimarron, OK	3
Cleveland, OK	785
Coal, OK	5
Comanche, OK	291
Cotton, OK	5
Craig, OK	19
Creek, OK	170
Custer, OK	27
Delaware, OK	58
Dewey, OK	7
Ellis, OK	4
Garfield, OK	111
Garvin, OK	47
Grady, OK	90
Grant, OK	5
Greer, OK	4
Harmon, OK	5
Harper, OK	4
Haskell, OK	23
Hughes, OK	33
Jackson, OK	51
Jefferson, OK	14
Johnston, OK	14
Kay, OK	122
Kingfisher, OK	17
Kiowa, OK	20
Latimer, OK	30
Le Flore, OK	71
Lincoln, OK	44
Logan, OK	24
Love, OK	20
McClain, OK	57
McCurtain, OK	63
McIntosh, OK	52
Major, OK	3
Marshall, OK	24
Mayes, OK	78
Murray, OK	22
Muskogee, OK	210
Noble, OK	11
Nowata, OK	13
Okfuskee, OK	18
Oklahoma, OK	3902
Okmulgee, OK	90
Osage, OK	121
Ottawa, OK	42
Pawnee, OK	27
Payne, OK	101
Pittsburg, OK	152
Pontotoc, OK	60
Pottawatomie, OK	217
Pushmataha, OK	26
Roger Mills, OK	0
Rogers, OK	139
Seminole, OK	62
Sequoyah, OK	47
Stephens, OK	48
Texas, OK	25
Tillman, OK	2
Tulsa, OK	4023
Wagoner, OK	158
Washington, OK	123
Washita, OK	7
Woods, OK	8
Woodward, OK	19
OREGON	18685
Baker, OR	23
Benton, OR	181
Clackamas, OR	1484
Clatsop, OR	88
Columbia, OR	45
Coos, OR	61
Crook, OR	36
Curry, OR	32
Deschutes, OR	400
Douglas, OR	234
Gilliam, OR	4
Grant, OR	3
Harney, OR	6
Hood River, OR	3
Jackson, OR	464
Jefferson, OR	46
Josephine, OR	305
Klamath, OR	134
Lake, OR	9
Lane, OR	1860
Lincoln, OR	156
Linn, OR	598
Malheur, OR	63
Marion, OR	2690
Morrow, OR	16
Multnomah, OR	7240
Polk, OR	326
Sherman, OR	1
Tillamook, OR	56
Umatilla, OR	173
Union, OR	31
Wallowa, OR	3
Wasco, OR	54
Washington, OR	1694
Wheeler, OR	1
Yamhill, OR	165
PENNSYLVANIA	31165
Adams, PA	77
Allegheny, PA	4015
Armstrong, PA	60
Beaver, PA	191
Bedford, PA	35
Berks, PA	1426
Blair, PA	132
Bradford, PA	56
Bucks, PA	852
Butler, PA	119
Cambria, PA	150
Cameron, PA	8
Carbon, PA	52
Centre, PA	70
Chester, PA	421
Clarion, PA	20
Clearfield, PA	85
Clinton, PA	20
Columbia, PA	49
Crawford, PA	83
Cumberland, PA	178
Dauphin, PA	351
Delaware, PA	1348
Elk, PA	43
Erie, PA	285
Fayette, PA	360
Forest, PA	5
Franklin, PA	157
Fulton, PA	5
Greene, PA	33
Huntingdon, PA	15
Indiana, PA	83
Jefferson, PA	40
Juniata, PA	9
Lackawanna, PA	287
Lancaster, PA	826
Lawrence, PA	156
Lebanon, PA	142
Lehigh, PA	939
Luzerne, PA	447
Lycoming, PA	143
McKean, PA	35
Mercer, PA	135
Mifflin, PA	26
Monroe, PA	243
Montgomery, PA	1083
Montour, PA	9
Northampton, PA	322
Northumberland, PA	51
Perry, PA	37
Philadelphia, PA	13934
Pike, PA	36
Potter, PA	17
Schuylkill, PA	157
Snyder, PA	38
Somerset, PA	52
Sullivan, PA	6
Susquehanna, PA	52
Tioga, PA	30
Union, PA	11
Venango, PA	57
Warren, PA	26
Washington, PA	156
Wayne, PA	53
Westmoreland, PA	449
Wyoming, PA	38
York, PA	339
RHODE ISLAND	4387
Bristol, RI	41
Kent, RI	259
Newport, RI	125
Providence, RI	3855
Washington, RI	98
SOUTH CAROLINA	15779
Abbeville, SC	42
Aiken, SC	428
Allendale, SC	22
Anderson, SC	648
Bamberg, SC	40
Barnwell, SC	28
Beaufort, SC	400
Berkeley, SC	495
Calhoun, SC	39
Charleston, SC	2038
Cherokee, SC	150
Chester, SC	92
Chesterfield, SC	83
Clarendon, SC	46
Colleton, SC	151
Darlington, SC	238
Dillon, SC	151
Dorchester, SC	302
Edgefield, SC	39
Fairfield, SC	49
Florence, SC	529
Georgetown, SC	145
Greenville, SC	1190
Greenwood, SC	168
Hampton, SC	28
Horry, SC	1480
Jasper, SC	105
Kershaw, SC	161
Lancaster, SC	129
Laurens, SC	181
Lee, SC	59
Lexington, SC	810
McCormick, SC	14
Marion, SC	142
Marlboro, SC	79
Newberry, SC	23
Oconee, SC	157
Orangeburg, SC	441
Pickens, SC	200
Richland, SC	1942
Saluda, SC	14
Spartanburg, SC	1006
Sumter, SC	608
Union, SC	38
Williamsburg, SC	94
York, SC	555
SOUTH DAKOTA	827
Aurora, SD	0
Beadle, SD	1
Bennett, SD	0
Bon Homme, SD	1
Brookings, SD	21
Brown, SD	32
Brule, SD	0
Buffalo, SD	0
Butte, SD	5
Campbell, SD	0
Charles Mix, SD	4
Clark, SD	2
Clay, SD	8
Codington, SD	39
Corson, SD	0
Custer, SD	8
Davison, SD	19
Day, SD	2
Deuel, SD	2
Dewey, SD	3
Douglas, SD	0
Edmunds, SD	4
Fall River, SD	7
Faulk, SD	0
Grant, SD	2
Gregory, SD	0
Haakon, SD	0
Hamlin, SD	2
Hand, SD	2
Hanson, SD	0
Harding, SD	1
Hughes, SD	27
Hutchinson, SD	0
Hyde, SD	3
Jackson, SD	1
Jerauld, SD	0
Jones, SD	0
Kingsbury, SD	3
Lake, SD	11
Lawrence, SD	18
Lincoln, SD	23
Lyman, SD	2
McCook, SD	7
McPherson, SD	0
Marshall, SD	2
Meade, SD	41
Mellette, SD	0
Miner, SD	2
Minnehaha, SD	269
Moody, SD	2
Pennington, SD	177
Perkins, SD	1
Potter, SD	1
Roberts, SD	22
Sanborn, SD	2
Shannon, SD	0
Spink, SD	1
Stanley, SD	1
Sully, SD	0
Todd, SD	0
Tripp, SD	15
Turner, SD	4
Union, SD	5
Walworth, SD	10
Yankton, SD	11
Ziebach, SD	1
TENNESSEE	26440
Anderson, TN	245
Bedford, TN	65
Benton, TN	29
Bledsoe, TN	23
Blount, TN	266
Bradley, TN	243
Campbell, TN	98
Cannon, TN	24
Carroll, TN	51
Carter, TN	143
Cheatham, TN	87
Chester, TN	21
Claiborne, TN	48
Clay, TN	10
Cocke, TN	191
Coffee, TN	134
Crockett, TN	16
Cumberland, TN	135
Davidson, TN	4832
Decatur, TN	41
DeKalb, TN	48
Dickson, TN	116
Dyer, TN	86
Fayette, TN	83
Fentress, TN	46
Franklin, TN	87
Gibson, TN	75
Giles, TN	38
Grainger, TN	32
Greene, TN	188
Grundy, TN	23
Hamblen, TN	218
Hamilton, TN	1768
Hancock, TN	6
Hardeman, TN	109
Hardin, TN	62
Hawkins, TN	109
Haywood, TN	48
Henderson, TN	85
Henry, TN	52
Hickman, TN	29
Houston, TN	5
Humphreys, TN	27
Jackson, TN	6
Jefferson, TN	164
Johnson, TN	19
Knox, TN	1814
Lake, TN	3
Lauderdale, TN	71
Lawrence, TN	85
Lewis, TN	14
Lincoln, TN	50
Loudon, TN	79
McMinn, TN	175
McNairy, TN	67
Macon, TN	13
Madison, TN	471
Marion, TN	136
Marshall, TN	36
Maury, TN	185
Meigs, TN	27
Monroe, TN	126
Montgomery, TN	271
Moore, TN	6
Morgan, TN	26
Obion, TN	70
Overton, TN	23
Perry, TN	19
Pickett, TN	2
Polk, TN	16
Putnam, TN	162
Rhea, TN	47
Roane, TN	151
Robertson, TN	134
Rutherford, TN	535
Scott, TN	38
Sequatchie, TN	48
Sevier, TN	339
Shelby, TN	9167
Smith, TN	31
Stewart, TN	11
Sullivan, TN	380
Sumner, TN	231
Tipton, TN	155
Trousdale, TN	5
Unicoi, TN	22
Union, TN	30
Van Buren, TN	22
Warren, TN	125
Washington, TN	338
Wayne, TN	32
Weakley, TN	28
White, TN	55
Williamson, TN	121
Wilson, TN	217
TEXAS	98134
Anderson, TX	84
Andrews, TX	12
Angelina, TX	171
Aransas, TX	36
Archer, TX	6
Armstrong, TX	5
Atascosa, TX	40
Austin, TX	42
Bailey, TX	10
Bandera, TX	16
Bastrop, TX	113
Baylor, TX	3
Bee, TX	22
Bell, TX	610
Bexar, TX	6875
Blanco, TX	8
Borden, TX	0
Bosque, TX	18
Bowie, TX	329
Brazoria, TX	399
Brazos, TX	311
Brewster, TX	1
Briscoe, TX	0
Brooks, TX	7
Brown, TX	143
Burleson, TX	20
Burnet, TX	65
Caldwell, TX	30
Calhoun, TX	31
Callahan, TX	7
Cameron, TX	896
Camp, TX	27
Carson, TX	1
Cass, TX	68
Castro, TX	14
Chambers, TX	47
Cherokee, TX	87
Childress, TX	10
Clay, TX	20
Cochran, TX	1
Coke, TX	0
Coleman, TX	14
Collin, TX	1819
Collingsworth, TX	2
Colorado, TX	16
Comal, TX	126
Comanche, TX	24
Concho, TX	0
Cooke, TX	117
Coryell, TX	64
Cottle, TX	0
Crane, TX	8
Crockett, TX	3
Crosby, TX	5
Culberson, TX	3
Dallam, TX	6
Dallas, TX	22504
Dawson, TX	12
Deaf Smith, TX	25
Delta, TX	7
Denton, TX	1570
DeWitt, TX	9
Dickens, TX	0
Dimmit, TX	16
Donley, TX	1
Duval, TX	24
Eastland, TX	35
Ector, TX	285
Edwards, TX	3
Ellis, TX	277
El Paso, TX	2114
Erath, TX	34
Falls, TX	23
Fannin, TX	45
Fayette, TX	15
Fisher, TX	5
Floyd, TX	11
Foard, TX	0
Fort Bend, TX	1000
Franklin, TX	14
Freestone, TX	30
Frio, TX	14
Gaines, TX	12
Galveston, TX	1069
Garza, TX	6
Gillespie, TX	13
Glasscock, TX	0
Goliad, TX	1
Gonzales, TX	9
Gray, TX	45
Grayson, TX	245
Gregg, TX	590
Grimes, TX	38
Guadalupe, TX	122
Hale, TX	35
Hall, TX	3
Hamilton, TX	9
Hansford, TX	3
Hardeman, TX	7
Hardin, TX	86
Harris, TX	27498
Harrison, TX	148
Hartley, TX	3
Haskell, TX	6
Hays, TX	226
Hemphill, TX	3
Henderson, TX	249
Hidalgo, TX	2363
Hill, TX	63
Hockley, TX	27
Hood, TX	91
Hopkins, TX	39
Houston, TX	23
Howard, TX	50
Hudspeth, TX	8
Hunt, TX	276
Hutchinson, TX	40
Irion, TX	0
Jack, TX	7
Jackson, TX	13
Jasper, TX	22
Jeff Davis, TX	0
Jefferson, TX	966
Jim Hogg, TX	1
Jim Wells, TX	97
Johnson, TX	390
Jones, TX	28
Karnes, TX	5
Kaufman, TX	341
Kendall, TX	20
Kenedy, TX	1
Kent, TX	1
Kerr, TX	46
Kimble, TX	2
King, TX	0
Kinney, TX	0
Kleberg, TX	44
Knox, TX	5
Lamar, TX	119
Lamb, TX	16
Lampasas, TX	21
La Salle, TX	10
Lavaca, TX	9
Lee, TX	21
Leon, TX	19
Liberty, TX	224
Limestone, TX	39
Lipscomb, TX	0
Live Oak, TX	1
Llano, TX	9
Loving, TX	0
Lubbock, TX	779
Lynn, TX	6
McCulloch, TX	6
McLennan, TX	817
McMullen, TX	0
Madison, TX	20
Marion, TX	35
Martin, TX	1
Mason, TX	0
Matagorda, TX	55
Maverick, TX	83
Medina, TX	47
Menard, TX	0
Midland, TX	218
Milam, TX	39
Mills, TX	3
Mitchell, TX	2
Montague, TX	32
Montgomery, TX	739
Moore, TX	14
Morris, TX	18
Motley, TX	1
Nacogdoches, TX	82
Navarro, TX	118
Newton, TX	8
Nolan, TX	25
Nueces, TX	1355
Ochiltree, TX	11
Oldham, TX	2
